2022-11-07 12:14:00 startup archives unpack
2022-11-07 12:15:48 status half-installed dpkg:amd64 1.19.0.5ubuntu2.3
2022-11-07 12:15:49 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:15:49 status half-installed dpkg:amd64 1.19.0.5ubuntu2.3
2022-11-07 12:15:49 status unpacked dpkg:amd64 1.19.0.5ubuntu2.4
2022-11-07 12:15:49 status unpacked dpkg:amd64 1.19.0.5ubuntu2.4
2022-11-07 12:15:49 startup packages configure
2022-11-07 12:15:49 configure dpkg:amd64 1.19.0.5ubuntu2.4 <none>
2022-11-07 12:15:49 status unpacked dpkg:amd64 1.19.0.5ubuntu2.4
2022-11-07 12:15:49 status unpacked dpkg:amd64 1.19.0.5ubuntu2.4
2022-11-07 12:15:49 status unpacked dpkg:amd64 1.19.0.5ubuntu2.4
2022-11-07 12:15:49 status unpacked dpkg:amd64 1.19.0.5ubuntu2.4
2022-11-07 12:15:49 status unpacked dpkg:amd64 1.19.0.5ubuntu2.4
2022-11-07 12:15:49 status unpacked dpkg:amd64 1.19.0.5ubuntu2.4
2022-11-07 12:15:49 status half-configured dpkg:amd64 1.19.0.5ubuntu2.4
2022-11-07 12:15:49 status installed dpkg:amd64 1.19.0.5ubuntu2.4
2022-11-07 12:15:49 startup packages configure
2022-11-07 12:15:49 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:15:49 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:15:52 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:15:56 startup archives unpack
2022-11-07 12:15:56 upgrade file-roller:amd64 3.28.0-1ubuntu1.2 3.28.0-1ubuntu1.3
2022-11-07 12:15:56 status half-configured file-roller:amd64 3.28.0-1ubuntu1.2
2022-11-07 12:15:56 status unpacked file-roller:amd64 3.28.0-1ubuntu1.2
2022-11-07 12:15:56 status half-installed file-roller:amd64 3.28.0-1ubuntu1.2
2022-11-07 12:15:56 status triggers-pending gnome-menus:amd64 3.13.3-11ubuntu1.1
2022-11-07 12:15:56 status triggers-pending desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2022-11-07 12:15:56 status triggers-pending mime-support:all 3.60ubuntu1
2022-11-07 12:15:56 status triggers-pending libglib2.0-0:amd64 2.56.4-0ubuntu0.18.04.8
2022-11-07 12:15:56 status half-installed file-roller:amd64 3.28.0-1ubuntu1.2
2022-11-07 12:15:56 status triggers-pending hicolor-icon-theme:all 0.17-2
2022-11-07 12:15:56 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:15:57 status half-installed file-roller:amd64 3.28.0-1ubuntu1.2
2022-11-07 12:15:57 status unpacked file-roller:amd64 3.28.0-1ubuntu1.3
2022-11-07 12:15:57 status unpacked file-roller:amd64 3.28.0-1ubuntu1.3
2022-11-07 12:15:57 startup packages configure
2022-11-07 12:15:57 configure file-roller:amd64 3.28.0-1ubuntu1.3 <none>
2022-11-07 12:15:57 status unpacked file-roller:amd64 3.28.0-1ubuntu1.3
2022-11-07 12:15:57 status half-configured file-roller:amd64 3.28.0-1ubuntu1.3
2022-11-07 12:15:57 status triggers-awaited file-roller:amd64 3.28.0-1ubuntu1.3
2022-11-07 12:15:57 trigproc gnome-menus:amd64 3.13.3-11ubuntu1.1 <none>
2022-11-07 12:15:57 status half-configured gnome-menus:amd64 3.13.3-11ubuntu1.1
2022-11-07 12:15:57 status installed gnome-menus:amd64 3.13.3-11ubuntu1.1
2022-11-07 12:15:57 trigproc hicolor-icon-theme:all 0.17-2 <none>
2022-11-07 12:15:57 status half-configured hicolor-icon-theme:all 0.17-2
2022-11-07 12:15:57 status installed hicolor-icon-theme:all 0.17-2
2022-11-07 12:15:57 trigproc mime-support:all 3.60ubuntu1 <none>
2022-11-07 12:15:57 status half-configured mime-support:all 3.60ubuntu1
2022-11-07 12:15:57 status installed mime-support:all 3.60ubuntu1
2022-11-07 12:15:57 trigproc desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2 <none>
2022-11-07 12:15:57 status half-configured desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2022-11-07 12:15:57 status installed desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2022-11-07 12:15:57 trigproc libglib2.0-0:amd64 2.56.4-0ubuntu0.18.04.8 <none>
2022-11-07 12:15:57 status half-configured libglib2.0-0:amd64 2.56.4-0ubuntu0.18.04.8
2022-11-07 12:15:57 status installed file-roller:amd64 3.28.0-1ubuntu1.3
2022-11-07 12:15:57 status installed libglib2.0-0:amd64 2.56.4-0ubuntu0.18.04.8
2022-11-07 12:15:57 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:15:57 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:15:59 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:16:04 startup archives unpack
2022-11-07 12:16:04 upgrade firefox:amd64 86.0+build3-0ubuntu0.18.04.1 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:04 status half-configured firefox:amd64 86.0+build3-0ubuntu0.18.04.1
2022-11-07 12:16:04 status unpacked firefox:amd64 86.0+build3-0ubuntu0.18.04.1
2022-11-07 12:16:04 status half-installed firefox:amd64 86.0+build3-0ubuntu0.18.04.1
2022-11-07 12:16:11 status triggers-pending gnome-menus:amd64 3.13.3-11ubuntu1.1
2022-11-07 12:16:11 status triggers-pending desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2022-11-07 12:16:11 status triggers-pending mime-support:all 3.60ubuntu1
2022-11-07 12:16:11 status triggers-pending hicolor-icon-theme:all 0.17-2
2022-11-07 12:16:11 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:16:12 status half-installed firefox:amd64 86.0+build3-0ubuntu0.18.04.1
2022-11-07 12:16:12 status unpacked firefox:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:12 status unpacked firefox:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:12 startup packages configure
2022-11-07 12:16:12 configure firefox:amd64 106.0.2+build1-0ubuntu0.18.04.1 <none>
2022-11-07 12:16:12 status unpacked firefox:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:12 status unpacked firefox:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:12 status unpacked firefox:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:12 status unpacked firefox:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:12 status unpacked firefox:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:12 status half-configured firefox:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:12 status installed firefox:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:12 trigproc gnome-menus:amd64 3.13.3-11ubuntu1.1 <none>
2022-11-07 12:16:12 status half-configured gnome-menus:amd64 3.13.3-11ubuntu1.1
2022-11-07 12:16:12 status installed gnome-menus:amd64 3.13.3-11ubuntu1.1
2022-11-07 12:16:12 trigproc hicolor-icon-theme:all 0.17-2 <none>
2022-11-07 12:16:12 status half-configured hicolor-icon-theme:all 0.17-2
2022-11-07 12:16:12 status installed hicolor-icon-theme:all 0.17-2
2022-11-07 12:16:12 trigproc mime-support:all 3.60ubuntu1 <none>
2022-11-07 12:16:12 status half-configured mime-support:all 3.60ubuntu1
2022-11-07 12:16:12 status installed mime-support:all 3.60ubuntu1
2022-11-07 12:16:12 trigproc desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2 <none>
2022-11-07 12:16:12 status half-configured desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2022-11-07 12:16:12 status installed desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2022-11-07 12:16:12 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:16:12 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:16:13 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:16:19 startup archives unpack
2022-11-07 12:16:19 upgrade firefox-locale-en:amd64 86.0+build3-0ubuntu0.18.04.1 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:19 status half-configured firefox-locale-en:amd64 86.0+build3-0ubuntu0.18.04.1
2022-11-07 12:16:19 status unpacked firefox-locale-en:amd64 86.0+build3-0ubuntu0.18.04.1
2022-11-07 12:16:19 status half-installed firefox-locale-en:amd64 86.0+build3-0ubuntu0.18.04.1
2022-11-07 12:16:19 status half-installed firefox-locale-en:amd64 86.0+build3-0ubuntu0.18.04.1
2022-11-07 12:16:19 status unpacked firefox-locale-en:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:19 status unpacked firefox-locale-en:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:19 startup packages configure
2022-11-07 12:16:19 configure firefox-locale-en:amd64 106.0.2+build1-0ubuntu0.18.04.1 <none>
2022-11-07 12:16:19 status unpacked firefox-locale-en:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:19 status half-configured firefox-locale-en:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:19 status installed firefox-locale-en:amd64 106.0.2+build1-0ubuntu0.18.04.1
2022-11-07 12:16:23 startup archives unpack
2022-11-07 12:16:23 upgrade fonts-opensymbol:all 2:102.10+LibO6.0.7-0ubuntu0.18.04.10 2:102.10+LibO6.0.7-0ubuntu0.18.04.12
2022-11-07 12:16:23 status half-configured fonts-opensymbol:all 2:102.10+LibO6.0.7-0ubuntu0.18.04.10
2022-11-07 12:16:23 status unpacked fonts-opensymbol:all 2:102.10+LibO6.0.7-0ubuntu0.18.04.10
2022-11-07 12:16:23 status half-installed fonts-opensymbol:all 2:102.10+LibO6.0.7-0ubuntu0.18.04.10
2022-11-07 12:16:23 status triggers-pending fontconfig:amd64 2.12.6-0ubuntu2
2022-11-07 12:16:23 status half-installed fonts-opensymbol:all 2:102.10+LibO6.0.7-0ubuntu0.18.04.10
2022-11-07 12:16:23 status unpacked fonts-opensymbol:all 2:102.10+LibO6.0.7-0ubuntu0.18.04.12
2022-11-07 12:16:23 status unpacked fonts-opensymbol:all 2:102.10+LibO6.0.7-0ubuntu0.18.04.12
2022-11-07 12:16:23 startup packages configure
2022-11-07 12:16:23 configure fonts-opensymbol:all 2:102.10+LibO6.0.7-0ubuntu0.18.04.12 <none>
2022-11-07 12:16:23 status unpacked fonts-opensymbol:all 2:102.10+LibO6.0.7-0ubuntu0.18.04.12
2022-11-07 12:16:23 status half-configured fonts-opensymbol:all 2:102.10+LibO6.0.7-0ubuntu0.18.04.12
2022-11-07 12:16:23 status installed fonts-opensymbol:all 2:102.10+LibO6.0.7-0ubuntu0.18.04.12
2022-11-07 12:16:23 trigproc fontconfig:amd64 2.12.6-0ubuntu2 <none>
2022-11-07 12:16:23 status half-configured fontconfig:amd64 2.12.6-0ubuntu2
2022-11-07 12:16:23 status installed fontconfig:amd64 2.12.6-0ubuntu2
2022-11-07 12:16:29 startup archives unpack
2022-11-07 12:16:29 upgrade gir1.2-gst-plugins-base-1.0:amd64 1.14.5-0ubuntu1~18.04.1 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:29 status half-configured gir1.2-gst-plugins-base-1.0:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:29 status unpacked gir1.2-gst-plugins-base-1.0:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:29 status half-installed gir1.2-gst-plugins-base-1.0:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:29 status half-installed gir1.2-gst-plugins-base-1.0:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:29 status unpacked gir1.2-gst-plugins-base-1.0:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:29 status unpacked gir1.2-gst-plugins-base-1.0:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:29 startup packages configure
2022-11-07 12:16:29 configure gir1.2-gst-plugins-base-1.0:amd64 1.14.5-0ubuntu1~18.04.3 <none>
2022-11-07 12:16:29 status unpacked gir1.2-gst-plugins-base-1.0:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:29 status half-configured gir1.2-gst-plugins-base-1.0:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:29 status installed gir1.2-gst-plugins-base-1.0:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:34 startup archives unpack
2022-11-07 12:16:34 upgrade gir1.2-gstreamer-1.0:amd64 1.14.5-0ubuntu1~18.04.1 1.14.5-0ubuntu1~18.04.2
2022-11-07 12:16:34 status half-configured gir1.2-gstreamer-1.0:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:34 status unpacked gir1.2-gstreamer-1.0:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:34 status half-installed gir1.2-gstreamer-1.0:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:34 status half-installed gir1.2-gstreamer-1.0:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:34 status unpacked gir1.2-gstreamer-1.0:amd64 1.14.5-0ubuntu1~18.04.2
2022-11-07 12:16:34 status unpacked gir1.2-gstreamer-1.0:amd64 1.14.5-0ubuntu1~18.04.2
2022-11-07 12:16:34 startup packages configure
2022-11-07 12:16:34 configure gir1.2-gstreamer-1.0:amd64 1.14.5-0ubuntu1~18.04.2 <none>
2022-11-07 12:16:34 status unpacked gir1.2-gstreamer-1.0:amd64 1.14.5-0ubuntu1~18.04.2
2022-11-07 12:16:34 status half-configured gir1.2-gstreamer-1.0:amd64 1.14.5-0ubuntu1~18.04.2
2022-11-07 12:16:34 status installed gir1.2-gstreamer-1.0:amd64 1.14.5-0ubuntu1~18.04.2
2022-11-07 12:16:38 startup archives unpack
2022-11-07 12:16:38 upgrade gstreamer1.0-alsa:amd64 1.14.5-0ubuntu1~18.04.1 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:38 status half-configured gstreamer1.0-alsa:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:38 status unpacked gstreamer1.0-alsa:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:38 status half-installed gstreamer1.0-alsa:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:38 status half-installed gstreamer1.0-alsa:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:38 status unpacked gstreamer1.0-alsa:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:38 status unpacked gstreamer1.0-alsa:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:38 startup packages configure
2022-11-07 12:16:38 configure gstreamer1.0-alsa:amd64 1.14.5-0ubuntu1~18.04.3 <none>
2022-11-07 12:16:38 status unpacked gstreamer1.0-alsa:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:38 status half-configured gstreamer1.0-alsa:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:38 status installed gstreamer1.0-alsa:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:42 startup archives unpack
2022-11-07 12:16:42 upgrade gstreamer1.0-gl:amd64 1.14.5-0ubuntu1~18.04.1 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:42 status half-configured gstreamer1.0-gl:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:42 status unpacked gstreamer1.0-gl:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:42 status half-installed gstreamer1.0-gl:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:42 status half-installed gstreamer1.0-gl:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:42 status unpacked gstreamer1.0-gl:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:42 status unpacked gstreamer1.0-gl:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:42 startup packages configure
2022-11-07 12:16:42 configure gstreamer1.0-gl:amd64 1.14.5-0ubuntu1~18.04.3 <none>
2022-11-07 12:16:42 status unpacked gstreamer1.0-gl:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:42 status half-configured gstreamer1.0-gl:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:42 status installed gstreamer1.0-gl:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:48 startup archives unpack
2022-11-07 12:16:48 upgrade gstreamer1.0-gtk3:amd64 1.14.5-0ubuntu1~18.04.1 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:48 status half-configured gstreamer1.0-gtk3:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:48 status unpacked gstreamer1.0-gtk3:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:48 status half-installed gstreamer1.0-gtk3:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:48 status half-installed gstreamer1.0-gtk3:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:48 status unpacked gstreamer1.0-gtk3:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:48 status unpacked gstreamer1.0-gtk3:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:48 startup packages configure
2022-11-07 12:16:48 configure gstreamer1.0-gtk3:amd64 1.14.5-0ubuntu1~18.04.3 <none>
2022-11-07 12:16:48 status unpacked gstreamer1.0-gtk3:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:48 status half-configured gstreamer1.0-gtk3:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:48 status installed gstreamer1.0-gtk3:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:53 startup archives unpack
2022-11-07 12:16:53 upgrade gstreamer1.0-plugins-base:amd64 1.14.5-0ubuntu1~18.04.1 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:53 status half-configured gstreamer1.0-plugins-base:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:53 status unpacked gstreamer1.0-plugins-base:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:53 status half-installed gstreamer1.0-plugins-base:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:53 status half-installed gstreamer1.0-plugins-base:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:53 status unpacked gstreamer1.0-plugins-base:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:53 status unpacked gstreamer1.0-plugins-base:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:53 startup packages configure
2022-11-07 12:16:53 configure gstreamer1.0-plugins-base:amd64 1.14.5-0ubuntu1~18.04.3 <none>
2022-11-07 12:16:53 status unpacked gstreamer1.0-plugins-base:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:53 status half-configured gstreamer1.0-plugins-base:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:53 status installed gstreamer1.0-plugins-base:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:58 startup archives unpack
2022-11-07 12:16:58 upgrade gstreamer1.0-plugins-base-apps:amd64 1.14.5-0ubuntu1~18.04.1 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:58 status half-configured gstreamer1.0-plugins-base-apps:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:58 status unpacked gstreamer1.0-plugins-base-apps:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:58 status half-installed gstreamer1.0-plugins-base-apps:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:58 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:16:58 status half-installed gstreamer1.0-plugins-base-apps:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:16:58 status unpacked gstreamer1.0-plugins-base-apps:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:58 status unpacked gstreamer1.0-plugins-base-apps:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:58 startup packages configure
2022-11-07 12:16:58 configure gstreamer1.0-plugins-base-apps:amd64 1.14.5-0ubuntu1~18.04.3 <none>
2022-11-07 12:16:58 status unpacked gstreamer1.0-plugins-base-apps:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:58 status half-configured gstreamer1.0-plugins-base-apps:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:58 status installed gstreamer1.0-plugins-base-apps:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:16:58 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:16:58 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:17:01 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:17:05 startup archives unpack
2022-11-07 12:17:05 upgrade gstreamer1.0-pulseaudio:amd64 1.14.5-0ubuntu1~18.04.1 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:17:05 status half-configured gstreamer1.0-pulseaudio:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:17:05 status unpacked gstreamer1.0-pulseaudio:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:17:05 status half-installed gstreamer1.0-pulseaudio:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:17:06 status half-installed gstreamer1.0-pulseaudio:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:17:06 status unpacked gstreamer1.0-pulseaudio:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:17:06 status unpacked gstreamer1.0-pulseaudio:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:17:06 startup packages configure
2022-11-07 12:17:06 configure gstreamer1.0-pulseaudio:amd64 1.14.5-0ubuntu1~18.04.3 <none>
2022-11-07 12:17:06 status unpacked gstreamer1.0-pulseaudio:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:17:06 status half-configured gstreamer1.0-pulseaudio:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:17:06 status installed gstreamer1.0-pulseaudio:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:17:10 startup archives unpack
2022-11-07 12:17:10 upgrade gstreamer1.0-tools:amd64 1.14.5-0ubuntu1~18.04.1 1.14.5-0ubuntu1~18.04.2
2022-11-07 12:17:10 status half-configured gstreamer1.0-tools:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:17:10 status unpacked gstreamer1.0-tools:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:17:10 status half-installed gstreamer1.0-tools:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:17:10 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:17:10 status half-installed gstreamer1.0-tools:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:17:10 status unpacked gstreamer1.0-tools:amd64 1.14.5-0ubuntu1~18.04.2
2022-11-07 12:17:10 status unpacked gstreamer1.0-tools:amd64 1.14.5-0ubuntu1~18.04.2
2022-11-07 12:17:10 startup packages configure
2022-11-07 12:17:10 configure gstreamer1.0-tools:amd64 1.14.5-0ubuntu1~18.04.2 <none>
2022-11-07 12:17:10 status unpacked gstreamer1.0-tools:amd64 1.14.5-0ubuntu1~18.04.2
2022-11-07 12:17:10 status half-configured gstreamer1.0-tools:amd64 1.14.5-0ubuntu1~18.04.2
2022-11-07 12:17:10 status installed gstreamer1.0-tools:amd64 1.14.5-0ubuntu1~18.04.2
2022-11-07 12:17:10 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:17:10 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:17:12 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:17:15 startup archives unpack
2022-11-07 12:17:15 upgrade gstreamer1.0-x:amd64 1.14.5-0ubuntu1~18.04.1 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:17:15 status half-configured gstreamer1.0-x:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:17:15 status unpacked gstreamer1.0-x:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:17:15 status half-installed gstreamer1.0-x:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:17:16 status half-installed gstreamer1.0-x:amd64 1.14.5-0ubuntu1~18.04.1
2022-11-07 12:17:16 status unpacked gstreamer1.0-x:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:17:16 status unpacked gstreamer1.0-x:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:17:16 startup packages configure
2022-11-07 12:17:16 configure gstreamer1.0-x:amd64 1.14.5-0ubuntu1~18.04.3 <none>
2022-11-07 12:17:16 status unpacked gstreamer1.0-x:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:17:16 status half-configured gstreamer1.0-x:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:17:16 status installed gstreamer1.0-x:amd64 1.14.5-0ubuntu1~18.04.3
2022-11-07 12:17:20 startup archives unpack
2022-11-07 12:17:20 upgrade gzip:amd64 1.6-5ubuntu1 1.6-5ubuntu1.2
2022-11-07 12:17:20 status half-configured gzip:amd64 1.6-5ubuntu1
